GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:21067317		9606	ARUK-UCL	has_input(UniProtKB:Q13562)|has_input(UniProtKB:Q8NFP9)|has_input(UniProtKB:Q15818)|has_input(UniProtKB:P54764)|has_input(UniProtKB:Q92886)|has_input(UniProtKB:Q9NZV1)|has_input(UniProtKB:Q9HB63)|has_input(UniProtKB:P40763)	F
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:21982160		9606	ARUK-UCL	has_input(UniProtKB:P05067),part_of(GO:0042985)	F
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:22473208		9606	ARUK-UCL	has_input(UniProtKB:Q6IMN6)	F
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:23285084		9606	ARUK-UCL	has_input(UniProtKB:P01130)	F
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:23285084		9606	ARUK-UCL	has_input(UniProtKB:Q9BYX2)	F
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:23562609		9606	ARUK-UCL	has_input(UniProtKB:P78324)	F
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:26041742		9606	ARUK-UCL	has_input(UniProtKB:P01375)	F
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:26041742		9606	ARUK-UCL	has_input(UniProtKB:Q9NYK1)	F
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	involved_in	GO:0010989	negative regulation of low-density lipoprotein particle clearance	ECO:0000314	IDA	PMID:23285084		9606	ARUK-UCL		P
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	involved_in	GO:0034122	negative regulation of toll-like receptor signaling pathway	ECO:0000315	IMP	PMID:26041742		9606	ARUK-UCL	occurs_in(CL:0000499),occurs_in(UBERON:0002106)	P
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:21067317		9606	ARUK-UCL	has_input(UniProtKB:Q13562)|has_input(UniProtKB:Q8NFP9)|has_input(UniProtKB:Q15818)|has_input(UniProtKB:P54764)|has_input(UniProtKB:Q92886)|has_input(UniProtKB:Q9NZV1)|has_input(UniProtKB:Q9HB63)|has_input(UniProtKB:P40763)	P
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:21508257		9606	ARUK-UCL	has_input(UniProtKB:Q5VWK5),occurs_in(CL:0000084)	P
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:21982160		9606	ARUK-UCL	has_input(UniProtKB:P05067),part_of(GO:0042985)	P
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:22473208		9606	ARUK-UCL	has_input(UniProtKB:Q6IMN6)	P
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:23285084		9606	ARUK-UCL	has_input(UniProtKB:P01130)	P
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:23285084		9606	ARUK-UCL	has_input(UniProtKB:Q9BYX2)	P
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:26041742		9606	ARUK-UCL	has_input(UniProtKB:P01375),occurs_in(CL:0000499),occurs_in(UBERON:0002106)	P
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:26041742		9606	ARUK-UCL	has_input(UniProtKB:Q9NYK1),occurs_in(CL:0000499),occurs_in(UBERON:0002106)	P
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	involved_in	GO:0035278	miRNA-mediated gene silencing by inhibition of translation	ECO:0000314	IDA	PMID:23562609		9606	ARUK-UCL	has_input(UniProtKB:P78324),occurs_in(CL:0000576),positively_regulates(GO:0002534)	P
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	involved_in	GO:0042985	negative regulation of amyloid precursor protein biosynthetic process	ECO:0000314	IDA	PMID:21982160		9606	ARUK-UCL		P
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	involved_in	GO:0050766	positive regulation of phagocytosis	ECO:0000250	ISS	GO_REF:0000024	RNAcentral:URS00002075FA_10090	9606	ARUK-UCL	occurs_in(CL:0000235),part_of(GO:0071222)	P
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	involved_in	GO:0071222	cellular response to lipopolysaccharide	ECO:0000250	ISS	GO_REF:0000024	RNAcentral:URS00002075FA_10090	9606	ARUK-UCL	occurs_in(CL:0000235)	P
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	involved_in	GO:1900017	positive regulation of cytokine production involved in inflammatory response	ECO:0000250	ISS	GO_REF:0000024	RNAcentral:URS00002075FA_10090	9606	ARUK-UCL	occurs_in(CL:0000235),part_of(GO:0071222)	P
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	involved_in	GO:1905601	negative regulation of receptor-mediated endocytosis involved in cholesterol transport	ECO:0000314	IDA	PMID:23285084		9606	ARUK-UCL		P
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	part_of	GO:0070062	extracellular exosome	ECO:0000314	IDA	PMID:31926946		9606	ARUK-UCL	produced_by(CL:0000235)	C
RNAcentral	URS00002075FA_9606	Homo sapiens (human) hsa-miR-17-5p	part_of	GO:1903561	extracellular vesicle	ECO:0007005	HDA	PMID:28798470		9606	ARUK-UCL	produced_by(CL:0000182),existence_overlaps(GO:0098586)	C
RNAcentral	URS0000209905_9606	Homo sapiens (human) hsa-miR-125b-5p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:19437538		9606	ARUK-UCL	has_input(UniProtKB:P11473)	F
RNAcentral	URS0000209905_9606	Homo sapiens (human) hsa-miR-125b-5p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:26435691		9606	ARUK-UCL	has_input(UniProtKB:P01375)	F
RNAcentral	URS0000209905_9606	Homo sapiens (human) hsa-miR-125b-5p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:26455324		9606	ARUK-UCL	has_input(UniProtKB:P08887)	F
RNAcentral	URS0000209905_9606	Homo sapiens (human) hsa-miR-125b-5p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:28389358		9606	ARUK-UCL	has_input(UniProtKB:P07332)	F
RNAcentral	URS0000209905_9606	Homo sapiens (human) hsa-miR-125b-5p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:30237497		9606	ARUK-UCL	has_input(UniProtKB:P09603)	F
RNAcentral	URS0000209905_9606	Homo sapiens (human) hsa-miR-125b-5p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:30237497		9606	ARUK-UCL	has_input(UniProtKB:P78423)	F
RNAcentral	URS0000209905_9606	Homo sapiens (human) hsa-miR-125b-5p	involved_in	GO:0032720	negative regulation of tumor necrosis factor production	ECO:0000314	IDA	PMID:26435691		9606	ARUK-UCL		P
RNAcentral	URS0000209905_9606	Homo sapiens (human) hsa-miR-125b-5p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:19437538		9606	ARUK-UCL	has_input(UniProtKB:P11473)	P
RNAcentral	URS0000209905_9606	Homo sapiens (human) hsa-miR-125b-5p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000315	IMP	PMID:20347935		9606	ARUK-UCL	has_input(UniProtKB:P42771),part_of(GO:0071354),occurs_in(CL:0000127)	P
RNAcentral	URS0000209905_9606	Homo sapiens (human) hsa-miR-125b-5p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:26435691		9606	ARUK-UCL	has_input(UniProtKB:P01375),part_of(GO:0038061)	P
RNAcentral	URS0000209905_9606	Homo sapiens (human) hsa-miR-125b-5p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:26455324		9606	ARUK-UCL	has_input(UniProtKB:P08887)	P
RNAcentral	URS0000209905_9606	Homo sapiens (human) hsa-miR-125b-5p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:28389358		9606	ARUK-UCL	has_input(UniProtKB:P07332),negatively_regulates(GO:0030224)	P
RNAcentral	URS0000209905_9606	Homo sapiens (human) hsa-miR-125b-5p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:30237497		9606	ARUK-UCL	has_input(UniProtKB:P09603)	P
RNAcentral	URS0000209905_9606	Homo sapiens (human) hsa-miR-125b-5p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:30237497		9606	ARUK-UCL	has_input(UniProtKB:P78423)	P
RNAcentral	URS0000209905_9606	Homo sapiens (human) hsa-miR-125b-5p	involved_in	GO:0038061	NIK/NF-kappaB signaling	ECO:0000314	IDA	PMID:26435691		9606	ARUK-UCL		P
RNAcentral	URS0000209905_9606	Homo sapiens (human) hsa-miR-125b-5p	involved_in	GO:0045656	negative regulation of monocyte differentiation	ECO:0000314	IDA	PMID:28389358		9606	ARUK-UCL	part_of(GO:0071305)	P
RNAcentral	URS0000209905_9606	Homo sapiens (human) hsa-miR-125b-5p	involved_in	GO:0060252	positive regulation of glial cell proliferation	ECO:0000315	IMP	PMID:20347935		9606	ARUK-UCL	occurs_in(CL:0000127)	P
RNAcentral	URS0000209905_9606	Homo sapiens (human) hsa-miR-125b-5p	involved_in	GO:0070104	negative regulation of interleukin-6-mediated signaling pathway	ECO:0000314	IDA	PMID:26455324		9606	ARUK-UCL		P
RNAcentral	URS0000209905_9606	Homo sapiens (human) hsa-miR-125b-5p	involved_in	GO:0071305	cellular response to vitamin D	ECO:0000314	IDA	PMID:28389358		9606	ARUK-UCL		P
RNAcentral	URS0000209905_9606	Homo sapiens (human) hsa-miR-125b-5p	involved_in	GO:0071354	cellular response to interleukin-6	ECO:0000315	IMP	PMID:20347935		9606	ARUK-UCL	occurs_in(CL:0000127)	P
RNAcentral	URS0000209905_9606	Homo sapiens (human) hsa-miR-125b-5p	involved_in	GO:1904893	negative regulation of receptor signaling pathway via STAT	ECO:0000314	IDA	PMID:26455324		9606	ARUK-UCL	part_of(GO:0070104)	P
RNAcentral	URS0000209905_9606	Homo sapiens (human) hsa-miR-125b-5p	part_of	GO:0070062	extracellular exosome	ECO:0000314	IDA	PMID:31926946		9606	ARUK-UCL	produced_by(CL:0000235)	C
RNAcentral	URS0000209905_9606	Homo sapiens (human) hsa-miR-125b-5p	part_of	GO:1903561	extracellular vesicle	ECO:0007005	HDA	PMID:28798470		9606	ARUK-UCL	produced_by(CL:0000182),existence_overlaps(GO:0098586)	C
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	enables	GO:0003730	mRNA 3'-UTR binding	ECO:0000314	IDA	PMID:21112327		9606	ARUK-UCL	part_of(GO:0035195),has_input(UniProtKB:P05556)	F
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	enables	GO:0003730	mRNA 3'-UTR binding	ECO:0000314	IDA	PMID:22085528		9606	ARUK-UCL	part_of(GO:0035195),has_input(UniProtKB:P05556)	F
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	enables	GO:0003730	mRNA 3'-UTR binding	ECO:0000314	IDA	PMID:22085528		9606	ARUK-UCL	part_of(GO:0035195),has_input(UniProtKB:P29279)	F
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	enables	GO:0003730	mRNA 3'-UTR binding	ECO:0000314	IDA	PMID:22085528		9606	ARUK-UCL	part_of(GO:0035195),has_input(UniProtKB:P84095)	F
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	enables	GO:0003730	mRNA 3'-UTR binding	ECO:0000314	IDA	PMID:22085528		9606	ARUK-UCL	part_of(GO:0035195),has_input(UniProtKB:Q13464)	F
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	enables	GO:0003730	mRNA 3'-UTR binding	ECO:0000314	IDA	PMID:23595422		9606	ARUK-UCL	part_of(GO:0035195),has_input(UniProtKB:P42261),occurs_in(CL:0002609)	F
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	enables	GO:0003730	mRNA 3'-UTR binding	ECO:0000314	IDA	PMID:23595422		9606	ARUK-UCL	part_of(GO:0035195),has_input(UniProtKB:P42262),occurs_in(CL:0002609)	F
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	enables	GO:0003730	mRNA 3'-UTR binding	ECO:0000314	IDA	PMID:23595422		9606	ARUK-UCL	part_of(GO:0035195),has_input(UniProtKB:P42263),occurs_in(CL:0002609)	F
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	enables	GO:0008035	high-density lipoprotein particle binding	ECO:0000250	ISS	GO_REF:0000024	RNAcentral:URS000020BE6A_10090	9606	ARUK-UCL	occurs_in(UBERON:0000955)	F
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:21112327		9606	ARUK-UCL	has_input(UniProtKB:P05556)	F
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:22085528		9606	ARUK-UCL	has_input(UniProtKB:P05556)	F
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:22085528		9606	ARUK-UCL	has_input(UniProtKB:P29279)	F
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:22085528		9606	ARUK-UCL	has_input(UniProtKB:P84095)	F
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:22085528		9606	ARUK-UCL	has_input(UniProtKB:Q13464)	F
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:23595422		9606	ARUK-UCL	has_input(UniProtKB:P42261),occurs_in(CL:0002609)	F
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:23595422		9606	ARUK-UCL	has_input(UniProtKB:P42262),occurs_in(CL:0002609)	F
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:23595422		9606	ARUK-UCL	has_input(UniProtKB:P42263),occurs_in(CL:0002609)	F
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:29286137		9606	ARUK-UCL	has_input(UniProtKB:P20809)	F
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:29343249		9606	ARUK-UCL	has_input(UniProtKB:P20809)	F
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:29371969		9606	ARUK-UCL	has_input(UniProtKB:P56817)	F
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:30098196		9606	ARUK-UCL	has_input(UniProtKB:P13500)	F
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	involved_in	GO:0032694	negative regulation of interleukin-11 production	ECO:0000314	IDA	PMID:29286137		9606	ARUK-UCL		P
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	involved_in	GO:0032694	negative regulation of interleukin-11 production	ECO:0000314	IDA	PMID:29343249		9606	ARUK-UCL	has_input(UniProtKB:P20809)	P
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:21112327		9606	ARUK-UCL	has_input(UniProtKB:P05556)	P
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:22085528		9606	ARUK-UCL	has_input(UniProtKB:P05556)	P
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:22085528		9606	ARUK-UCL	has_input(UniProtKB:P29279)	P
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:22085528		9606	ARUK-UCL	has_input(UniProtKB:P84095)	P
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:22085528		9606	ARUK-UCL	has_input(UniProtKB:Q13464)	P
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:23595422		9606	ARUK-UCL	has_input(UniProtKB:P42261),occurs_in(CL:0002609)	P
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:23595422		9606	ARUK-UCL	has_input(UniProtKB:P42262),occurs_in(CL:0002609)	P
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:23595422		9606	ARUK-UCL	has_input(UniProtKB:P42263),occurs_in(CL:0002609)	P
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:29286137		9606	ARUK-UCL	has_input(UniProtKB:P20809),part_of(GO:0032694)	P
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:29343249		9606	ARUK-UCL	has_input(UniProtKB:P20809),part_of(GO:0032694)	P
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:29371969		9606	ARUK-UCL	has_input(UniProtKB:P56817),occurs_in(CL:0000031)	P
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:30098196		9606	ARUK-UCL	has_input(UniProtKB:P13500),occurs_in(CL:0011107)	P
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	involved_in	GO:0043031	negative regulation of macrophage activation	ECO:0000250	ISS	GO_REF:0000024	RNAcentral:URS000020BE6A_10090	9606	ARUK-UCL	occurs_in(CL:0002476)	P
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	involved_in	GO:0043524	negative regulation of neuron apoptotic process	ECO:0000316	IGI	PMID:29371969	UniProtKB:P05067:PRO_0000000092	9606	ARUK-UCL	occurs_in(CL:0000031)	P
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	involved_in	GO:0045666	positive regulation of neuron differentiation	ECO:0000250	ISS	GO_REF:0000024	RNAcentral:URS00000B89C8_10090	9606	ARUK-UCL		P
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	involved_in	GO:0048026	positive regulation of mRNA splicing, via spliceosome	ECO:0000250	ISS	GO_REF:0000024	RNAcentral:URS00000B89C8_10090	9606	ARUK-UCL		P
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	involved_in	GO:0050728	negative regulation of inflammatory response	ECO:0000250	ISS	GO_REF:0000024	RNAcentral:URS000020BE6A_10090	9606	ARUK-UCL		P
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	involved_in	GO:0150079	negative regulation of neuroinflammatory response	ECO:0000250	ISS	GO_REF:0000024	RNAcentral:URS000020BE6A_10090	9606	ARUK-UCL	occurs_in(UBERON:0001789)	P
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	involved_in	GO:1903979	negative regulation of microglial cell activation	ECO:0000250	ISS	GO_REF:0000024	RNAcentral:URS000020BE6A_10090	9606	ARUK-UCL		P
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	located_in	GO:0005737	cytoplasm	ECO:0000250	ISS	GO_REF:0000024	RNAcentral:URS000020BE6A_10090	9606	ARUK-UCL	part_of(CL:0002476)	C
RNAcentral	URS000020BE6A_9606	Homo sapiens (human) hsa-miR-124-3p	located_in	GO:0005886	plasma membrane	ECO:0000250	ISS	GO_REF:0000024	RNAcentral:URS000020BE6A_10090	9606	ARUK-UCL	part_of(CL:0002476)	C
RNAcentral	URS000020D84A_9606	Homo sapiens (human) hsa-miR-218-5p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:21067317		9606	ARUK-UCL	has_input(UniProtKB:P51608)|has_input(UniProtKB:Q8NFP9)	F
RNAcentral	URS000020D84A_9606	Homo sapiens (human) hsa-miR-218-5p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:21067317		9606	ARUK-UCL	has_input(UniProtKB:P51608)|has_input(UniProtKB:Q8NFP9)	P
RNAcentral	URS000020E2DD_9606	Homo sapiens (human) hsa-miR-197-5p	part_of	GO:0070062	extracellular exosome	ECO:0000314	IDA	PMID:31926946		9606	ARUK-UCL	produced_by(CL:0000235)	C
RNAcentral	URS000021202F_9606	Homo sapiens (human) hsa-miR-508-5p	acts_upstream_of	GO:0032410	negative regulation of transporter activity	ECO:0000316	IGI	PMID:23893241	UniProtKB:P08183	9606	ARUK-UCL	has_input(UniProtKB:P08183),part_of(GO:1905700)	P
RNAcentral	URS000021202F_9606	Homo sapiens (human) hsa-miR-508-5p	acts_upstream_of	GO:1905700	negative regulation of xenobiotic detoxification by transmembrane export across the plasma membrane	ECO:0000316	IGI	PMID:23893241	UniProtKB:P08183	9606	ARUK-UCL		P
RNAcentral	URS000021202F_9606	Homo sapiens (human) hsa-miR-508-5p	enables	GO:0003730	mRNA 3'-UTR binding	ECO:0000314	IDA	PMID:23893241		9606	ARUK-UCL	has_input(UniProtKB:P08183),part_of(GO:0035195)	F
RNAcentral	URS000021202F_9606	Homo sapiens (human) hsa-miR-508-5p	enables	GO:0003730	mRNA 3'-UTR binding	ECO:0000314	IDA	PMID:23893241		9606	ARUK-UCL	has_input(UniProtKB:Q9P1U0),part_of(GO:0035195)	F
RNAcentral	URS000021202F_9606	Homo sapiens (human) hsa-miR-508-5p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:23893241		9606	ARUK-UCL	has_input(UniProtKB:P08183)	F
RNAcentral	URS000021202F_9606	Homo sapiens (human) hsa-miR-508-5p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:23893241		9606	ARUK-UCL	has_input(UniProtKB:Q9P1U0)	F
RNAcentral	URS000021202F_9606	Homo sapiens (human) hsa-miR-508-5p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:23893241		9606	ARUK-UCL	has_input(UniProtKB:P08183),causally_upstream_of(GO:0032410),causally_upstream_of(GO:1905700)	P
RNAcentral	URS000021202F_9606	Homo sapiens (human) hsa-miR-508-5p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:23893241		9606	ARUK-UCL	has_input(UniProtKB:Q9P1U0)	P
RNAcentral	URS000022A78C_9606	Homo sapiens (human) hsa-miR-455-3p	acts_upstream_of	GO:1902430	negative regulation of amyloid-beta formation	ECO:0000314	IDA	PMID:31181293		9606	ARUK-UCL	has_output(UniProtKB:P05067:PRO_0000000092)|has_output(UniProtKB:P05067:PRO_0000000093)	P
RNAcentral	URS000022A78C_9606	Homo sapiens (human) hsa-miR-455-3p	enables	GO:0003730	mRNA 3'-UTR binding	ECO:0000314	IDA	PMID:31181293		9606	ARUK-UCL	part_of(GO:0035195),has_input(UniProtKB:P05067),occurs_in(CL:0000540),part_of(GO:0042985)	F
RNAcentral	URS000022A78C_9606	Homo sapiens (human) hsa-miR-455-3p	enables	GO:1903231	mRNA base-pairing translational repressor activity	ECO:0000314	IDA	PMID:31181293		9606	ARUK-UCL	has_input(UniProtKB:P05067),occurs_in(CL:0000540),part_of(GO:0042985)	F
RNAcentral	URS000022A78C_9606	Homo sapiens (human) hsa-miR-455-3p	involved_in	GO:0035195	miRNA-mediated gene silencing	ECO:0000314	IDA	PMID:31181293		9606	ARUK-UCL	has_input(UniProtKB:P05067),occurs_in(CL:0000540),part_of(GO:0042985),causally_upstream_of(GO:1902430)	P
RNAcentral	URS000022A78C_9606	Homo sapiens (human) hsa-miR-455-3p	involved_in	GO:0042985	negative regulation of amyloid precursor protein biosynthetic process	ECO:0000314	IDA	PMID:31181293		9606	ARUK-UCL	occurs_in(CL:0000540),causally_upstream_of(GO:1902430)	P
